index,Job_ title,Salary _estimate,Rating,Company _name,Job_state,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_ salary,Avg_Salary,Job
607,Data Scientist,80 -132 ,4.2,"UST Global
4.2",GA,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),137,132,134.5,Data Scientist
608,Data Scientist,80 -132 ,3.2,"IMG Systems
3.2",TX,"Plano, TX","Plano, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),137,132,134.5,Data Scientist
609,Data Scientist,80 -132 ,3.4,"Trident Systems Inc
3.4",VA,"Fairfax, VA","Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),137,132,134.5,Data Scientist
610,Data Scientist,80 -132 ,4.7,"Tygart Technology, Inc
4.7",DC,"Washington, DC","Fairmont, WV",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),137,132,134.5,Data Scientist
612,Senior Data Scientist,87 -141 ,4.2,"ManTech
4.2",VA,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),137,141,139,Data Scientist
613,Data Scientist,87 -141 ,-1,"GrainBridge, LLC",NE,"Omaha, NE",-1,-1,-1,-1,-1,-1,-1,137,141,139,Data Scientist
614,Data Scientist,87 -141 ,3.2,"First Health Group
3.2",MA,"Wellesley, MA","Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),137,141,139,Data Scientist
615,Data Scientist,87 -141 ,-1,Sprezzatura Management Consulting,VA,"Washington, VA","McLean, VA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,141,139,Data Scientist
616,Data Scientist,87 -141 ,2.8,"Progress Rail, A Caterpillar Company
2.8",TX,"Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),137,141,139,Data Scientist
617,Data Scientist,87 -141 ,4.2,"UST Global
4.2",GA,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),137,141,139,Data Scientist
618,Data Scientist,87 -141 ,4.5,"Axiologic Solutions
4.5",VA,"Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,141,139,Data Scientist
619,Data Scientist,87 -141 ,3,"Indigo Slate
3.0",WA,"Bellevue, WA","Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,Business Services,$10 to $25 million (USD),137,141,139,Data Scientist
621,Data Scientist,87 -141 ,4,"Advanced Bio-Logic Solutions Corp
4.0",CA,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),137,141,139,Data Scientist
622,Data Engineer,87 -141 ,3.5,"Alignment Healthcare
3.5",CA,"Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,137,141,139,NA
623,Data Scientist,87 -141 ,3.5,"WGSN
3.5",MD,"Baltimore, MD","New York, NY",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD),137,141,139,Data Scientist
624,Data Scientist,87 -141 ,3.6,"ISYS Technologies, Inc.
3.6",VA,"Herndon, VA","Littleton, CO",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),137,141,139,Data Scientist
625,Data Scientist,87 -141 ,3,"TransVoyant
3.0",VA,"Alexandria, VA","Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,141,139,Data Scientist
626,Data Scientist/Data Analytics Practitioner,87 -141 ,4,"Noblis
4.0",WV,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),137,141,139,Data Scientist
627,Data Scientist,87 -141 ,4.6,"Murray Resources
4.6",TX,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),137,141,139,Data Scientist
628,Data Scientist,87 -141 ,4.3,"Geotab
4.3",CA,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),137,141,139,Data Scientist
629,Data Scientist,87 -141 ,4.7,"CRS Group
4.7",IL,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),137,141,139,Data Scientist
630,Data Scientist,87 -141 ,3.7,"EGlobalTech
3.7",VA,"Arlington, VA","Vienna, VA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,141,139,Data Scientist
631,"Data Scientist, Kinship - NYC/Portland",92 -155 ,3.9,"Mars
3.9",NY,"New York, NY","Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),137,155,146,Data Scientist
633,Data Scientist,92 -155 ,3,"Central Business Solutions, Inc
3.0",WA,"Seattle, WA","Fremont, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),137,155,146,Data Scientist
634,Data Scientist,92 -155 ,2.5,"KeHE Distributors
2.5",IL,"Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,137,155,146,Data Scientist
635,Data Scientist,92 -155 ,3.5,"Blackstone Talent Group
3.5",CA,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),137,155,146,Data Scientist
636,Data Scientist - TS/SCI Required,92 -155 ,5,"Phoenix Operations Group
5.0",MD,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),137,155,146,Data Scientist
637,Data Scientist,92 -155 ,-1,Sophinea,VA,"Chantilly, VA",-1,1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,137,155,146,Data Scientist
638,Senior Data Scientist,92 -155 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,155,146,Data Scientist
639,Data Scientist,92 -155 ,3,"Moxie Software
3.0",WA,"Bellevue, WA","San Bruno, CA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,155,146,Data Scientist
640,Data Scientist(s)/Machine Learning Engineer,92 -155 ,5,"Blue Horizon Tek Solutions
5.0",NY,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,155,146,Data Scientist
641,Data Scientist,92 -155 ,4.7,"Unicom Technologies INC
4.7",IL,"Chicago, IL","Naperville, IL",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,155,146,Data Scientist
642,Data Engineer,92 -155 ,3.3,"Americo Life
3.3",MO,"Kansas City, MO","Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),137,155,146,NA
643,Data Scientist,92 -155 ,3.3,"Tokio Marine HCC
3.3",TX,"Houston, TX","Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,137,155,146,Data Scientist
644,Data Scientist,92 -155 ,3.5,"CACI International
3.5",VA,"Chantilly, VA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,155,146,Data Scientist
645,"AI/ML - Machine Learning Scientist, Siri Understanding",92 -155 ,4.1,"Apple
4.1",CA,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),137,155,146,Data Scientist
646,Data Scientist,92 -155 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,155,146,Data Scientist
647,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92 -155 ,3.9,"Southwest Research Institute
3.9",OK,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),137,155,146,Data Scientist
648,Data Scientist,92 -155 ,4.7,"Compass Consulting Group
4.7",CA,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,137,155,146,Data Scientist
649,Data Science Software Engineer,92 -155 ,4.8,"Klaviyo
4.8",MA,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,155,146,NA
650,"Scientist / Group Lead, Cancer Biology",92 -155 ,-1,Monte Rosa Therapeutics,MA,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,137,155,146,Data Scientist
651,AI Ops Data Scientist,92 -155 ,4,"AstraZeneca
4.0",MD,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,155,146,Data Scientist
652,Senior Data Scientist,105 -167 ,3.8,"GutCheck
3.8",CO,"Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),137,167,152,Data Scientist
653,Sr. ML/Data Scientist - AI/NLP/Chatbot,105 -167 ,3.8,"Juniper Networks
3.8",CA,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),137,167,152,Data Scientist
654,Data Scientist,105 -167 ,2.7,"Hexagon US Federal
2.7",MD,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,167,152,Data Scientist
655,Data Scientist,105 -167 ,4,"Comtech Global Inc
4.0",DC,"Washington, DC","Columbus, OH",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),137,167,152,Data Scientist
656,Data Scientist,105 -167 ,-1,Berico Technologies,VA,"Fort Belvoir, VA",-1,-1,-1,-1,-1,-1,-1,137,167,152,Data Scientist
657,Data Scientist,105 -167 ,-1,Kehe Food Distributors,IL,"Naperville, IL",-1,-1,-1,-1,-1,-1,-1,137,167,152,Data Scientist
658,Data Scientist,105 -167 ,3.8,"Aveshka, Inc.
3.8",DC,"Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),137,167,152,Data Scientist
659,Data Scientist,105 -167 ,3.2,"Perspecta
3.2",MD,"Adelphi, MD","Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,167,152,Data Scientist
660,Data Scientist,105 -167 ,-1,Pactera Edge,WA,"Redmond, WA",-1,-1,-1,-1,-1,-1,-1,137,167,152,Data Scientist
661,Data Scientist,105 -167 ,3.6,"Qurate Retail Group
3.6",PA,"West Chester, PA","West Chester, PA",10000+ employees,-1,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,137,167,152,Data Scientist
662,Data Scientist,105 -167 ,4.4,"SolutionIT, Inc.
4.4",NJ,"Edison, NJ","Wilmington, MA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,167,152,Data Scientist
663,Data Scientist,105 -167 ,4.1,"A-Line Staffing Solutions
4.1",NC,"Durham, NC","Utica, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,167,152,Data Scientist
664,Data Scientist,105 -167 ,-1,Clear Ridge Defense,VA,"Quantico, VA","Baltimore, MD",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,167,152,Data Scientist
665,Data Scientist,105 -167 ,3.8,"Criterion Systems, Inc.
3.8",VA,"Vienna, VA","Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),137,167,152,Data Scientist
666,Data Scientist,105 -167 ,4,"Foundation Medicine
4.0",MA,"Boston, MA","Cambridge, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),137,167,152,Data Scientist
667,Data Scientist,105 -167 ,3.6,"TRANZACT
3.6",NJ,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,137,167,152,Data Scientist
668,Data Scientist,105 -167 ,-1,JKGT,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,167,152,Data Scientist
669,Data Scientist,105 -167 ,-1,AccessHope,CA,"Irwindale, CA",-1,-1,-1,-1,-1,-1,-1,137,167,152,Data Scientist
670,Data Scientist,105 -167 ,5,"ChaTeck Incorporated
5.0",CA,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),137,167,152,Data Scientist
671,Data Scientist,105 -167 ,2.7,"1-800-Flowers
2.7",NY,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),137,167,152,Data Scientist
